zipcode,medhome,sqfthome,rent
12209,139700,103,1365
84054,243300,152,1445
4530,176700,117,1311
1527,236400,159,1493
7643,285600,183,2279
38635,85200,61,899
7663,340000,212,2329
90502,410100,319,2188
6519,98800,76,1249
46534,97300,66,901
30528,120200,83,1059
22066,1062300,323,4473
84045,264400,144,1492
7012,314700,203,1898
7062,192900,148,1894
76354,81900,59,935
45402,43200,33,610
75474,77000,64,1004
45403,44000,38,643
53959,139000,80,1046
94108,1059700,1192,4561
14301,44300,35,661
2769,349300,184,2224
77318,216500,110,1731
30116,113700,68,950
97381,250400,155,1510
36054,116200,75,895
76302,91700,59,1002
98467,329000,159,1746
8048,281300,139,1987
98332,424600,189,2027
67060,105900,83,971
10918,248600,142,1953
46064,137600,81,1136
60478,112300,80,1426
92075,1282600,631,4747
93442,575800,397,2330
44420,65600,54,763
2421,865000,442,3328
7604,391200,232,2334
37745,90100,64,736
77336,177600,112,1538
11575,273600,201,2532
78336,139000,98,1367
40513,325600,115,2067
30312,230300,181,1585
62711,219200,94,1772
7843,196200,149,1670
37813,80000,65,832
7882,205900,123,1601
21620,187200,118,1547
59044,180500,149,1174
12308,106100,64,1129
75652,106800,50,1205
27576,117800,79,892
92637,304100,260,1869
37188,170700,105,1286
29410,198600,109,1475
35750,122500,77,933
68147,120200,83,1108
95066,798100,429,3199
12586,190200,129,1591
48065,249000,123,1380
60156,202900,111,1658
5478,201000,110,1453
33483,469000,332,2727
17015,201200,118,1482
7043,688500,304,2904
81650,221400,157,1267
89027,173600,119,1147
87015,181700,108,1310
7417,975000,291,4517
25414,229100,99,1547
29045,118800,77,1095
45807,127500,78,1131
45885,100400,71,941
12528,203300,134,1597
30707,107500,72,951
26501,147600,108,1169
80921,380700,125,2015
97232,551700,328,2328
11778,247300,166,2962
29201,142000,100,1096
75244,403900,161,2594
48383,236600,123,1852
7936,518000,250,2868
44839,155500,97,1293
13066,192700,100,1874
7035,311200,202,2234
15668,225100,127,1444
12538,188200,133,1604
29672,224600,113,1350
11716,366600,245,2821
18640,85500,55,828
2885,239000,153,1888
31415,57700,53,875
68522,143100,134,1223
14092,172400,108,1280
63134,58300,57,798
6482,330400,168,2237
35071,146400,89,1130
75791,145600,88,1272
33527,210500,104,1437
8406,237100,163,1949
83634,148600,99,1103
44026,207700,107,1700
11766,379100,184,2787
21853,100700,74,1278
8210,228000,143,1554
34480,145100,79,1176
78739,405400,0,2533
60463,240500,140,1872
44056,185600,104,1525
1462,260500,159,1630
92007,1009900,595,3678
48381,269500,142,2016
2061,567100,268,2659
8722,218500,155,1678
1060,270800,193,1714
93514,324200,189,1748
56071,214300,122,1449
86323,234300,136,1383
11436,375500,335,2085
96795,685400,540,2625
48160,160800,125,1350
20872,335000,209,2029
33972,142000,82,1168
49103,131100,86,1028
20194,550900,298,2509
49068,130600,98,1236
32653,170300,104,1287
27510,232700,154,1581
2493,1385600,457,5178
98327,292500,142,1655
21788,222500,138,1553
59912,178600,143,1189
34222,230300,114,1604
8226,514800,365,1955
1879,343600,177,2181
95326,286700,164,1366
60436,95600,84,1291
32311,173000,111,1291
76052,232500,101,1649
60558,519500,272,2718
20186,326800,170,1789
33841,73300,62,949
35094,127900,83,1085
2332,549500,264,2576
32618,164000,94,1259
92313,314800,195,1722
37938,156700,94,1226
20866,296400,208,1943
92625,1780100,876,5763
10805,570700,296,2686
22307,540700,321,2278
64132,33100,32,749
28584,203200,112,1197
28036,290100,155,1602
55108,247900,190,1578
48189,198600,137,1581
46394,104500,76,1022
77422,129900,88,1426
39475,136200,67,1180
74104,123500,93,1015
16407,80200,54,933
8835,250400,194,1956
29510,79100,60,964
61080,113500,88,1151
60176,175800,165,1547
95832,189300,142,1282
28377,76500,56,798
93505,103700,65,875
89441,337900,168,1660
14004,148300,103,1394
46303,158300,101,1351
5641,162600,97,1336
11780,449800,255,2970
85735,175800,89,1100
7524,179700,87,1519
29693,124200,82,896
43950,151800,108,1388
12839,125000,95,1516
48128,147300,92,1160
76086,125900,89,1138
27501,147700,93,1144
8609,86100,59,1430
18509,109600,61,1147
45249,329400,129,2408
80513,359100,182,1803
79934,128400,79,1162
93204,121700,96,987
21793,266800,141,1736
97003,267500,180,1549
97055,266600,177,1661
76301,44600,0,620
33598,226200,119,1494
91502,481000,405,2395
29118,125000,69,1101
11764,367400,187,2837
20736,396300,161,2090
6883,801100,269,4052
12118,247500,144,1531
14843,61200,39,1207
73089,180000,97,1255
34604,143700,78,1219
73507,72500,54,700
55409,236600,194,1541
61072,140100,83,1219
7661,441300,250,2482
34669,141000,82,1243
19522,188900,109,1358
1082,175900,112,1444
15214,91700,61,987
33330,573000,191,3940
55413,182600,177,1401
19525,275600,125,1859
7974,572100,298,2786
14622,104200,78,1267
33773,155200,124,1289
22508,211500,122,1386
32344,118000,73,1133
8805,243000,159,1936
48201,95200,0,924
33966,208300,138,1696
50219,196000,133,1288
1571,228900,146,1476
85344,165200,121,1112
29161,95800,67,922
47446,71900,0,773
84042,327700,152,1607
27282,170100,89,1281
27263,93600,70,820
2114,532300,866,2628
72921,140600,79,986
21090,278800,186,1880
1475,174600,114,1309
53073,147300,93,1140
92010,642800,328,2629
87104,180300,127,1206
34473,110700,63,950
33873,72800,54,1088
76008,305600,120,2083
34134,450100,266,3068
10941,205400,140,1712
38611,112600,73,1012
76031,116700,77,1058
88081,99200,66,885
37015,125900,94,1067
55130,133400,109,1251
15065,97500,72,955
7063,197900,141,1894
29631,176200,106,1240
90232,1041300,718,3520
68008,152500,111,1280
33716,88500,123,1100
3077,212100,143,1624
26105,110200,76,995
80216,166300,182,1536
20678,277500,152,1757
28732,220400,130,1374
29626,101500,73,890
37763,147200,88,1105
95338,230000,0,1408
30277,205600,103,1457
33815,56400,55,846
1778,662500,322,2983
46107,85400,72,878
87113,229400,134,1309
45213,137100,91,1198
64057,143200,88,1243
86336,451900,232,2075
13421,99800,71,1255
94965,1229400,827,4822
67209,139200,106,1254
27504,133000,89,967
30549,174200,89,1304
48062,161500,110,1179
30103,116100,78,956
35976,145900,81,1075
7922,544300,278,2790
38343,62600,43,811
41094,182400,109,1391
7734,178500,136,1817
34947,67700,54,956
44890,91400,67,778
97448,235000,149,1241
17847,127600,104,1094
76645,70300,52,1030
11596,590100,368,2892
80030,230000,200,1575
94904,1651800,784,5806
7442,279600,195,1926
76207,201000,113,1588
85253,1345200,362,6407
80621,206600,146,1435
75402,120900,70,1252
44710,56000,48,675
60534,141000,130,1455
31302,145800,87,1206
33602,244600,215,1618
27344,128200,89,1047
61548,173100,122,1432
48302,439100,160,2949
79108,109900,67,1117
36617,44900,36,716
78611,158600,0,1359
41001,147900,98,1235
80903,190300,153,1195
33765,154400,112,1283
20871,409800,184,2222
55127,277800,147,1733
44117,77000,53,1044
60178,161500,95,1385
1540,223500,164,1489
45504,109500,76,800
55371,174200,152,1299
95320,294900,177,1516
43146,166800,94,1297
14605,46400,34,784
7504,224400,89,1519
98045,412900,239,2122
39426,157300,76,1191
17517,184200,122,1063
21286,292500,177,1856
17103,67300,41,816
97141,204500,129,1328
70447,253100,127,1942
95742,370800,161,1847
34951,114600,0,1227
2052,607400,274,3003
94556,1204600,551,4520
27025,101700,75,908
90755,419300,298,2135
7057,309100,165,2231
32413,242800,182,1519
45309,123600,80,1102
11767,390000,222,2806
49345,151800,88,1199
43054,287200,124,1942
45415,101800,60,1042
37862,165300,107,1137
94612,575500,565,2829
74604,140100,77,1117
7512,342200,208,2058
30345,382500,179,2111
48604,56500,46,673
66219,234500,104,1891
35205,125600,87,900
21047,345700,174,2129
14425,149700,105,1298
45229,133700,66,1012
94708,1155400,629,4226
91436,1439500,531,5527
99518,228800,175,1739
3842,299700,212,1743
61523,117100,90,1156
6385,223800,150,1503
37774,140200,104,1124
34610,159000,90,1257
45404,43500,39,617
27317,117300,78,869
48638,101800,63,853
19118,531600,231,2337
29644,141500,91,1200
34475,62200,52,842
44062,154500,92,1019
8620,239000,162,1800
5156,121300,76,1325
48509,72600,56,673
95252,252700,153,1417
12188,202700,141,1382
30517,205900,95,1439
49301,329400,120,2083
12953,69700,50,1275
7034,269700,205,2078
49004,99500,76,912
46001,70300,52,709
98848,157300,110,927
28164,144400,91,1075
29388,110800,73,1025
19363,234100,120,1582
32579,221300,117,1331
98550,80400,54,787
12095,93300,64,1307
64075,119200,93,1008
22301,708800,490,3009
60481,139500,112,1430
7463,407700,249,2442
32220,143300,83,1155
53717,288000,149,1835
2188,333200,239,2221
37083,103200,72,893
18014,196600,117,1425
70774,179600,0,1473
6260,160800,115,1284
78070,354100,141,2248
64089,180000,115,1408
21769,325900,152,1873
32951,322500,189,1886
65810,177200,82,1252
29323,117400,77,1063
1119,136600,116,1384
35213,481000,196,2961
54981,149700,82,1017
12701,95000,69,1173
77523,219700,101,1745
44502,29300,25,537
7607,348300,217,2345
22657,188800,133,1144
6371,372300,215,1860
77378,130700,92,1311
27006,211000,97,1338
62208,102900,84,956
8215,154300,105,1539
48229,41300,38,765
27370,119200,77,895
60192,312800,156,2049
33301,514300,345,2486
45067,127100,85,1157
17025,154400,106,1241
18252,63600,41,717
27249,124000,90,917
6478,324800,162,1984
68507,120800,117,1101
98948,110400,87,859
98663,238000,187,1450
14625,172000,104,1714
44718,207400,96,1662
10510,663700,307,4231
8079,113100,83,1161
10601,322600,309,2469
6712,272700,156,1739
14810,80800,56,1293
64870,83300,62,807
1331,141900,111,1214
8502,606700,219,3180
76550,124100,56,1188
28134,165100,103,1294
53549,150000,88,1163
29070,115600,75,1050
80107,398100,232,2221
34288,187400,108,1434
24014,130200,110,997
46540,171000,107,1192
8203,291300,203,1475
70812,84500,63,938
92314,203300,176,1169
15644,89600,95,873
34103,673300,457,5036
48840,165000,117,1323
15234,123800,105,1154
2343,268800,195,2100
98233,234100,158,1363
78726,398800,133,2415
64123,46900,0,722
94041,1622800,1043,4313
97239,492000,333,2219
33549,213000,116,1483
81003,76400,71,771
11577,826500,373,3863
32641,72800,61,855
92251,204200,121,1195
21231,243300,169,1674
97056,253100,156,1442
22025,350400,181,2044
47119,221700,112,1365
29306,65600,50,798
2748,354300,216,1818
33449,413000,146,2724
37771,104800,83,963
8824,403700,207,2389
66206,362900,181,2315
14212,59200,0,818
93622,131400,100,1092
55405,317300,226,1718
94507,1640500,546,6188
15613,117400,85,987
17313,140100,102,1228
19465,264100,137,1800
60142,224300,110,1772
7102,261900,108,1493
5602,240300,135,1566
67219,74400,66,784
27525,132700,95,1068
32465,80400,68,956
34465,78500,59,807
7444,420300,240,2533
83263,155900,89,938
76054,224800,105,1724
60084,198000,113,1679
93109,1300600,831,3858
19425,462800,152,2596
96743,567800,334,2345
21210,358200,185,2105
64080,172500,108,1399
14219,115000,93,1149
21050,319300,162,1955
2532,310000,218,1680
48225,63900,53,851
1077,227800,157,1584
73122,112600,80,1035
35453,141700,89,1089
15232,356600,199,1877
30017,205000,89,1450
33592,159800,93,1303
86426,156200,101,985
36544,104400,68,980
60162,136800,128,1452
46327,64100,56,816
34275,303100,167,2129
37874,99100,63,948
63147,45000,42,715
27244,150900,94,1014
25313,121800,76,1049
48462,225300,128,1506
68512,201300,141,1438
35816,71700,52,734
70739,187800,104,1411
15037,108800,85,964
98104,446700,455,2177
11742,317600,193,2586
2857,260200,156,1597
10604,588100,308,3338
45202,276600,204,1553
11790,377900,192,2777
30011,138800,82,1110
2632,320000,223,1763
29153,76100,63,790
97023,297000,197,1700
7853,427500,175,2502
63131,546900,202,3172
44471,52100,44,703
20105,456000,192,2349
13219,123500,91,1298
98329,278900,159,1505
44054,108200,76,934
7310,608000,615,3083
29860,158700,88,1174
89403,197200,119,1110
38571,83100,71,1049
7642,498600,271,2796
45449,86700,69,855
53205,59700,45,834
47371,73500,55,745
47978,115800,75,1056
8085,258500,121,2003
2465,795900,444,2901
80528,404600,174,2115
62258,134000,102,1099
38358,62800,47,805
78653,156400,96,1399
3570,63400,40,980
6480,225700,136,1590
21774,351400,163,2048
64060,182800,116,1414
75237,123800,75,1272
6071,272800,141,1883
32967,175000,101,1338
8225,183200,115,1663
10707,541200,297,3583
11518,439600,271,2625
73051,99000,74,918
95425,437500,285,2234
34476,141600,78,1149
28748,217300,135,1387
98446,255800,145,1497
95453,267900,169,1330
6382,166800,129,1424
47348,61700,46,701
96708,840500,463,3030
33327,473200,210,2994
44260,138500,96,1024
67147,150900,103,1237
23663,124600,104,1036
77032,103200,76,1241
33184,275900,155,2062
90402,3380800,1276,11957
44662,117100,81,934
45206,154700,119,1143
25071,108700,78,1031
28467,169200,104,1169
14610,152700,96,1493
75570,75500,51,878
11576,998300,392,4494
97426,222300,148,1179
55812,182500,201,1517
78620,346800,160,2289
27549,109400,81,939
33190,202100,126,1719
97739,190100,136,1357
38462,63400,51,796
7676,472700,254,2657
94597,734300,449,3037
21901,199600,130,1354
95010,674600,534,2677
30666,133500,87,1096
43064,258200,137,1633
17963,128900,88,999
78752,244800,201,1531
77713,138800,81,1500
15084,85300,65,908
89508,238600,138,1347
93640,118000,91,1013
53404,71800,64,1069
74429,133200,85,1157
84004,519600,201,2533
22209,371900,480,2094
37327,84800,64,895
66618,148100,102,1233
36613,89000,57,897
23605,121700,108,973
46173,83200,56,802
6525,403700,158,2436
44119,61600,49,924
94709,915800,636,3356
3766,184200,133,1490
37932,223600,111,1522
5753,242200,129,1692
8098,204500,110,1552
15137,74600,62,851
98230,248500,169,1338
94949,816800,400,3728
20712,303800,220,1903
5819,140000,79,1360
78676,246600,137,1686
30523,165800,101,1106
8251,146300,152,1392
12589,189300,112,1567
28723,166100,98,1163
30307,447500,259,2268
60428,68300,59,1241
48144,166000,96,1293
93701,94900,82,746
73010,165300,93,1189
29657,108300,80,916
23847,129000,98,1144
19107,267500,293,1668
30814,119700,80,1047
32903,301000,164,1787
32563,199700,104,1366
1590,328500,177,1921
8066,107900,81,1342
77372,116500,84,1340
35406,310300,126,1530
28574,120900,79,894
47170,97000,68,916
3857,222900,147,1621
18512,106900,68,1088
30268,121500,70,1122
21074,251200,159,1669
32934,255700,122,1651
6379,240100,162,1516
3275,186600,129,1515
33760,128700,107,1186
81230,225800,154,1344
95988,163100,124,1247
61254,159700,101,1357
32776,190300,99,1354
35064,63200,46,746
20841,595300,207,2742
53572,237400,117,1610
48048,131400,101,1177
44811,99000,68,918
10924,256300,146,2045
46975,93500,66,920
94542,734800,356,3029
36618,90200,57,909
2141,589200,648,2540
22603,231000,140,1384
34688,321400,141,2089
31721,145100,71,1123
32801,255900,224,1490
3109,209900,149,1645
31522,329900,177,1846
5408,241800,173,1789
66071,160100,107,1213
19518,229700,104,1572
47842,69900,52,731
11004,541700,476,2252
75654,122500,51,1288
35040,130900,88,1188
49107,101400,70,898
98368,291000,192,1504
98121,441000,574,2113
73025,317500,113,2258
45833,96100,62,909
3874,299400,171,1883
3063,217200,149,1707
8005,226300,123,1679
7722,684200,233,3787
47546,143400,90,1126
20882,502800,204,2483
6032,278200,157,1992
7656,492500,251,2745
1863,286200,205,1946
60305,542600,285,2650
55807,98300,133,984
32754,176800,102,1289
8106,191300,135,1563
15229,136700,105,1190
99037,225100,132,1381
32163,295200,164,3126
77591,104700,66,1304
92567,286500,159,1667
80534,296600,156,1741
43125,130000,82,1205
15022,72600,56,732
59808,234200,169,1296
19806,260800,187,1509
55398,187300,149,1384
15656,102400,72,951
85118,272400,150,1418
44090,143300,85,1100
45209,207300,149,1438
7073,352100,198,2264
97503,162400,132,1064
39817,90800,65,858
98360,257700,141,1571
30317,275100,194,1508
48623,149000,92,988
45002,193600,104,1304
85262,835400,254,4167
2645,347400,241,2076
99320,172000,124,1237
38120,262800,107,1832
7828,266200,154,2076
23702,112200,96,1061
49112,137700,102,1048
35120,162900,102,1189
8010,162600,102,1603
94065,1307000,777,4389
63012,134600,119,1162
10514,835200,333,4830
1151,114200,98,1167
14006,108400,82,1167
19106,333900,358,1856
95386,206100,145,1193
23836,220700,107,1521
33131,431600,432,2560
11777,478200,217,2962
7626,563700,296,3028
2762,334200,208,2234
37924,134000,91,1019
66111,112900,90,981
97078,270500,182,1567
8736,572200,291,2624
28801,270900,201,1469
29920,334900,185,1790
23093,174900,114,1285
29842,70300,57,759
46072,90000,61,941
27569,132500,84,972
94305,2882900,1128,7098
71129,139900,80,1182
46819,92600,61,838
46406,41100,40,734
32696,100600,65,1132
99201,121200,92,895
50220,90400,76,1013
11961,218000,170,2741
33759,152900,116,1269
29401,741100,441,2980
34242,577200,417,3244
66226,236000,124,1905
46962,92200,61,935
63028,137000,111,1133
17972,124100,81,978
89143,223100,112,1296
93286,143500,111,1037
14519,155700,100,1535
1516,284700,155,1679
78557,99000,71,1083
33980,153700,90,1439
96790,892100,453,3174
33050,440300,351,3251
63132,210500,141,1368
49319,147000,85,1175
30650,193200,103,1238
77578,231000,98,2059
43031,278900,170,1342
60471,121100,84,1456
11693,325200,280,2027
70544,83400,60,1091
33572,234500,121,1555
48138,244800,119,1568
61705,210300,123,1339
6798,290700,154,1844
55352,241900,164,1540
19004,436100,199,2534
49348,154800,110,1150
11946,462300,340,23047
71006,228700,112,1652
10522,617800,356,3569
8629,98800,71,1449
36610,36400,32,661
6475,364700,244,1729
2056,476500,229,2572
91978,434200,251,2245
75757,210500,0,1561
2882,404800,273,1715
22546,165000,121,1283
78839,77600,70,963
37650,83600,65,830
54961,139700,74,996
28630,98600,74,897
7624,603900,286,3270
47804,47300,39,618
28721,136700,115,1008
32920,175800,144,1355
43021,346500,133,2529
97383,210700,141,1369
15207,74900,57,877
76643,140200,81,1250
77807,166700,101,1511
28612,91100,66,855
27592,170300,105,1285
48118,234900,135,1676
73080,110700,70,957
79922,232000,94,1752
3276,162800,99,1245
35957,91700,58,887
8071,165300,103,1633
21617,309200,143,1946
46617,96700,68,813
35115,117800,79,1103
28711,220200,159,1318
98418,172000,136,1255
80905,174900,137,1190
29472,171100,110,1389
28021,97100,69,848
34736,172500,96,1281
66224,440300,143,2949
8244,179700,128,1705
86403,167500,121,963
18518,111500,65,1113
3052,289700,136,2127
47006,160900,96,1163
45327,126500,83,1145
80831,276500,116,1554
78645,225900,126,1634
1833,435000,221,2173
44241,141600,96,1159
39437,116000,71,1018
14437,85700,59,1325
43215,143700,0,1342
85602,121000,72,846
62629,150100,88,1413
2743,270100,165,1606
76247,179400,89,1561
8093,132600,98,1401
15057,179900,108,1502
35207,42000,37,702
63144,185300,166,1216
90077,2446000,895,8999
60475,92700,79,1275
72086,108900,69,930
30607,110600,68,1016
60143,270300,163,1923
60422,200500,93,1854
7605,458900,248,2467
53085,132400,92,1088
85615,194000,96,1072
13815,78700,53,1270
8201,154400,93,1593
48015,69300,59,926
7764,406500,213,2331
60012,277100,113,2122
72227,176900,85,1338
85378,167200,107,1101
46310,149000,90,1203
97408,310000,173,1473
53715,263000,187,1590
20187,393500,176,1980
48895,186600,104,1347
32569,161100,106,1174
64112,312800,182,1657
2482,1023600,472,4041
63040,289500,130,1879
85387,289600,153,1494
28166,151700,99,1133
7513,215600,96,1531
48415,108300,74,843
32459,413400,237,2141
22551,196000,139,1358
64078,165500,108,1377
33931,403400,367,2474
78163,334100,135,2106
63124,778200,252,4398
91105,1104000,614,3679
19943,170300,115,1293
13165,80200,57,1280
14103,73700,49,1238
48360,237400,121,1861
8078,140100,101,1460
30230,80600,63,815
81521,215100,136,1239
55806,88700,125,994
35212,55400,46,745
36571,118000,71,1024
32448,71800,57,640
3235,150300,113,1199
97457,124300,102,824
18071,144800,99,1145
25304,165100,101,1246
2458,815800,429,2583
81506,254700,139,1338
96097,139500,103,1310
18229,140100,93,1169
33412,325700,0,2357
67230,297700,117,2015
1588,241200,161,1471
35180,127500,84,1048
66083,194900,125,1437
34690,67100,60,853
90013,508300,532,2389
18080,170700,108,1317
85266,663100,244,3337
33853,83100,64,942
94931,471100,311,2357
80018,336800,173,2103
14586,162000,101,1601
37618,134600,81,959
95030,2374400,981,6185
8083,155700,99,1596
48732,98200,0,845
60514,429400,254,2330
13732,115800,79,1441
89060,157600,89,1103
35127,131000,78,1072
12414,139000,98,1083
71104,99500,67,944
6786,157500,111,1295
10706,686100,391,3959
49038,114900,83,1008
98321,301800,167,1647
98823,124900,91,834
30290,257300,104,1782
65742,199500,97,964
74126,47100,47,664
12307,57300,42,832
66112,90800,78,894
38344,69100,49,842
13827,102700,68,1381
2120,418300,355,2900
19444,356000,175,2245
84087,222700,159,1388
77808,242000,122,1780
81201,310800,214,1509
32317,231700,119,1534
44706,85400,69,800
95640,259000,0,1401
45439,73300,64,801
37381,129900,80,1090
94517,746600,350,3162
28516,189400,119,1130
75647,111400,0,1150
97113,237900,167,1474
14467,135800,101,1403
63088,161700,129,1198
34602,127500,79,1119
17566,203800,131,1131
33332,555600,208,3509
32095,274300,122,1914
48164,160700,109,1083
1267,286400,164,1569
7075,362600,254,2344
44230,147700,102,1201
60152,175700,100,1551
20037,493700,634,2881
11755,371000,181,2853
6013,294000,151,2042
27560,262300,127,1563
38320,64600,50,848
95006,490500,401,2324
50327,185500,131,1442
60482,143200,120,1488
63120,34200,35,667
17236,168400,97,1099
32976,160900,108,1119
7645,546300,254,2975
43452,133200,111,1180
34236,564000,388,3081
49078,114400,83,921
44405,44700,36,603
37135,346300,138,2244
77510,168100,103,1509
98579,226600,140,1401
70452,142500,0,1330
33837,161300,99,1253
11096,356600,250,2564
11598,667200,275,3338
16438,92400,60,950
25143,90700,72,983
13619,124000,82,1249
13642,58000,42,1186
34996,238100,171,1815
46373,254900,120,1724
16511,109100,77,942
80908,402900,139,2016
53018,335600,163,2152
81503,169800,129,1105
23075,107300,88,950
1921,590100,228,2566
43449,111900,82,1093
46391,173900,105,1255
19350,363700,134,2258
50201,140900,113,1182
2916,221800,163,1535
94019,994900,558,4038
64834,111000,70,932
96019,149300,123,1095
45152,184400,97,1522
45207,51100,33,852
8850,294600,188,2079
3244,170900,102,1445
37218,133900,89,1247
48855,201600,120,1500
93723,298200,146,1518
19952,150400,105,1236
15063,99300,75,868
53714,168700,145,1357
35077,100300,66,877
33767,418600,316,2471
45669,131200,88,1148
76088,198300,110,1471
63117,231400,152,1296
19526,150100,100,1225
39819,126700,79,976
2664,273300,233,1574
21046,338700,199,2206
5001,197900,0,1390
44444,82600,65,631
17020,143100,96,1195
27023,187700,94,1311
12549,226800,137,1836
98148,297000,192,1735
60542,221300,110,1887
21054,370400,203,2162
72103,105100,70,976
53177,131600,109,1202
11752,312700,0,2683
74037,180800,94,1450
78732,443300,0,2782
49097,139500,87,1100
34984,166100,99,1350
92250,158900,117,1045
95073,740600,452,3102
3755,437000,249,2653
38340,105800,66,981
45214,47000,37,806
53182,202500,145,1266
2813,325700,220,1568
72202,87400,54,798
13492,127700,95,1211
32446,112700,66,824
15062,59600,54,787
44233,263700,123,2074
33413,222200,121,1791
37404,70800,48,939
7762,568800,374,2735
81008,147400,108,1196
33305,368000,265,2142
13617,104000,64,1304
11789,235900,172,2618
48217,36200,0,752
98541,152800,103,954
81006,154700,109,1205
93543,199300,0,1414
93108,2854300,1006,8723
47805,93000,64,799
3049,412700,176,2786
44413,65000,48,835
95391,521500,201,2434
6461,279400,184,1874
2330,295100,200,1863
2347,326700,195,1935
34212,323800,145,2150
53146,229900,147,1581
53014,125900,65,989
83406,145200,73,1115
35204,45600,34,718
49007,52200,40,862
2571,237500,206,1653
36619,110900,68,1038
85396,253500,125,1391
34446,148700,73,1185
7438,290000,167,2085
28778,178500,137,1199
36575,131000,78,1099
18202,105300,82,911
14502,150600,95,1524
48122,51100,52,798
60442,188700,109,1592
30176,91100,59,957
89703,327800,166,1418
60403,139900,98,1478
62095,69800,66,787
97386,143300,113,1001
27828,87400,62,855
49127,157200,110,1242
33991,214600,117,1535
32333,126000,76,1152
22553,112000,143,1216
99218,207300,125,1272
3865,225400,140,1690
62034,177000,96,1306
72908,122000,75,975
93219,135600,108,1000
33316,500700,355,2601
37090,223200,114,1530
93301,182800,125,1068
11558,387500,244,2603
87501,420400,250,1998
28016,90500,70,814
19030,227800,156,1670
29061,101500,66,1053
89423,342800,173,1653
45122,129600,96,1214
23664,187200,120,1323
29829,93100,69,834
16415,190100,109,1249
32234,133000,81,1143
75428,67500,47,818
16635,149900,0,891
18036,260700,142,1654
1862,368400,206,2247
6855,386900,267,2360
47441,74600,57,762
19072,469400,218,2561
27542,131800,80,991
1057,219800,135,1579
3304,271100,140,1756
6355,271700,168,1654
21842,231500,236,1148
7921,327000,273,2176
95130,1157900,826,3621
55792,76500,95,838
60548,157300,102,1344
1583,257100,171,1582
18031,256500,129,1701
7028,586200,287,2457
2921,324400,174,1756
6357,253200,165,1523
2338,296600,192,1884
29078,100300,76,977
95932,178300,126,1360
8004,169100,98,1625
92325,176800,146,1181
52742,158000,0,1219
18078,265400,128,1629
2814,237600,163,1498
48915,58800,51,791
76305,117300,55,1164
84111,176400,186,1203
31554,83700,59,857
14615,77500,62,1106
78362,132800,98,1351
20166,367200,231,2078
2631,395300,253,2132
93926,313300,221,1765
10709,643700,317,4214
94572,441500,291,2241
16502,61600,41,800
94505,533400,240,2485
44321,194800,100,1527
72058,135300,86,966
77316,275600,118,2151
32784,122800,84,1112
7760,803900,365,3529
92276,185300,130,1476
97403,343000,215,1525
62024,78100,67,807
16866,107200,76,1032
80517,373600,224,1762
28460,188700,121,1099
12566,167800,106,1494
1220,129500,97,1113
85653,170700,94,1097
27573,96400,61,878
68505,136100,123,1199
31408,97700,73,1072
44028,188900,104,1410
14608,52300,36,852
73068,104300,80,952
93614,232900,125,1280
34102,607400,505,4256
16046,338700,156,2362
17319,159400,114,1322
61834,121200,0,1051
6762,302200,154,1840
99324,196200,137,1260
55387,255800,154,1705
36587,122000,74,1043
92106,960300,545,3688
27601,123400,115,1146
43351,110700,0,955
8884,275400,185,1999
92603,1184400,572,3921
6424,237500,148,1616
73078,203000,107,1421
10007,2778500,1980,6852
49457,114400,87,932
98580,300200,151,1608
85643,99100,61,753
7023,426900,276,2366
71119,137200,77,1140
1952,330500,208,1856
6422,300000,153,1884
37397,92100,66,922
11769,357200,169,2784
45232,62600,46,858
37190,130300,83,1084
30179,109700,75,969
12211,274100,156,1837
54929,108000,0,874
14892,95700,60,1370
50211,189700,144,1333
98674,286900,160,1551
60416,160700,106,1234
44615,88100,67,915
10989,338000,221,2511
45225,45100,36,792
20650,322800,157,1792
37203,281000,237,1686
45157,156400,98,1309
8065,148000,107,1506
45106,123700,86,1143
29669,109000,76,946
19610,215100,106,1495
49333,167900,124,1263
98629,347900,173,1790
72734,117900,75,972
10923,275900,197,2192
2673,253800,229,1491
74873,76800,65,832
32656,131300,89,1097
46507,159500,100,1173
68028,223400,108,1590
72176,108500,83,930
78578,118200,0,1263
15243,204600,136,1551
32046,151500,92,1253
34432,141000,80,1113
34785,87000,73,1195
8801,389300,173,2433
34117,266200,160,1913
95694,359900,234,1710
55011,232200,175,1505
47394,65400,46,739
41075,187100,124,1420
38201,72500,51,850
81611,1564900,1114,10239
13209,110100,83,1196
59860,157100,129,1087
78368,80600,70,1066
38103,211000,141,1410
3885,343600,145,2044
45068,198700,102,1519
7649,555800,265,2953
33136,152900,0,1656
6249,210500,133,1499
31005,138200,79,1143
6612,590000,220,3185
61607,110900,89,1031
75057,150700,102,1402
13403,141300,96,1232
1473,232600,147,1485
8691,360300,181,2294
77954,116200,61,1252
22664,185800,121,1068
32736,232500,106,1461
98014,484500,253,2321
73075,91900,0,813
55445,185300,153,1483
76424,111500,46,1186
27608,476400,241,2184
68118,247500,110,1828
70669,131900,82,1356
5404,238200,0,1704
2341,329100,202,2019
34747,225100,143,1480
48650,80500,0,838
18032,128600,95,1245
37407,47400,38,842
32680,72300,61,1006
93223,131400,108,984
14905,109300,69,1231
11934,335200,175,6912
60523,663500,226,3890
7603,301000,188,2295
